节点名,父节点,类型,组件,资源,备注,pos_x,pos_y,width,height,anchor_x,anchor_y,opacity,visible,scale_x,scale_y,rotation,layout,padding,spacing,font_size,color,align,overflow,line_height,size_mode,trim,transition,zoom_scale,target,default_clip,play_on_load,default_skin,default_anim,loop,premultiplied_alpha,AI_Image_Prompt_Element_Specific
ShopPage,,Node,,,商店页根节点,0,0,750,1334,0.5,0.5,255,true,1,1,0,,,,,,,,,,,,,,,,,,,,"N/A"
LimitedTimeItemPriceIcon,LimitedTimeItemPrice,Sprite,,diamond_small.png,限时价格图标,-30,0,20,20,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A small diamond icon in Chinese ink painting style. The diamond has a crystalline appearance with flowing brush strokes and blue-white color effect. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
LimitedTimeItemPriceLabel,LimitedTimeItemPrice,Label,,,限时价格文本,0,0,50,30,0,0.5,255,true,1,1,0,,,,18,#00BFFF,left,none,22,,,,,,,,,,,"A horizontal ink stroke suggesting a numerical value, with subtle blue glow effect. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
LimitedTimeItemOriginalPrice,LimitedTimeItem,Label,,,限时原价文本,200,-20,100,30,0.5,0.5,200,true,1,1,0,,,,16,#999999,center,none,20,,,,,,,,,,,"A horizontal ink stroke suggesting a numerical value with strikethrough effect, with muted gray color. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
LimitedTimeItemBuyButton,LimitedTimeItem,Button,Button,buy_btn_vip.png,限时购买按钮,300,0,100,40,0.5,0.5,255,true,1,1,0,,,,,,,,,,,color,1.1,LimitedTimeItemBuyButton,,,,,,,"A luxurious Chinese style button with soft rounded corners and elaborate golden decorative elements. The button has a golden gradient with elegant brush stroke borders and subtle particle effects. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
LimitedTimeItemBuyLabel,LimitedTimeItemBuyButton,Label,,,限时购买文本,0,0,100,40,0.5,0.5,255,true,1,1,0,,,,20,#FFFFFF,center,none,24,,,,,,,,,,,"A horizontal ink stroke suggesting a short text label, with varying thickness to create a natural handwritten appearance. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
LimitedTimeCountdown,LimitedTimeItem,Node,,,限时倒计时,300,-20,100,30,0.5,0.5,255,true,1,1,0,horizontal,0,5,,,,,,,,,,,,,,,,,"N/A"
LimitedTimeCountdownIcon,LimitedTimeCountdown,Sprite,,time_icon_small.png,倒计时图标,-30,0,20,20,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A small clock/time icon in Chinese ink painting style. The icon depicts a traditional Chinese timepiece with flowing brush strokes. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
LimitedTimeCountdownLabel,LimitedTimeCountdown,Label,,,倒计时文本,0,0,50,30,0,0.5,255,true,1,1,0,,,,16,#FF4500,left,none,20,,,,,,,,,,,"A horizontal ink stroke suggesting a time value, with subtle red glow effect. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."

BottomNavBar,ShopPage,Node,,,底部导航栏,0,-600,750,100,0.5,0.5,255,true,1,1,0,horizontal,0,0,,,,,,,,,,,,,,,,,"N/A"
NavBarBg,BottomNavBar,Sprite,,nav_bar_bg.png,导航栏背景,0,0,750,100,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"An elegant navigation bar background in Chinese ink painting style. The bar has a subtle rice paper texture with traditional decorative elements and soft jade green gradient. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
NavButtonContainer,BottomNavBar,Node,,,导航按钮容器,0,0,700,80,0.5,0.5,255,true,1,1,0,horizontal,0,0,,,,,,,,,,,,,,,,,"N/A"
HomeNavButton,NavButtonContainer,Button,Button,home_nav.png,主页导航按钮,-280,0,100,80,0.5,0.5,200,true,1,1,0,,,,,,,,,,,scale,1.1,HomeNavButton,,,,,,,"A home/house icon in Chinese ink painting style with inactive state. The icon has flowing brush strokes with muted gray color. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
TaskNavButton,NavButtonContainer,Button,Button,task_nav.png,任务导航按钮,-140,0,100,80,0.5,0.5,200,true,1,1,0,,,,,,,,,,,scale,1.1,TaskNavButton,,,,,,,"A task/scroll icon in Chinese ink painting style with inactive state. The icon has flowing brush strokes with muted gray color. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ChallengeNavButton,NavButtonContainer,Button,Button,challenge_nav.png,挑战导航按钮,0,0,100,80,0.5,0.5,200,true,1,1,0,,,,,,,,,,,scale,1.1,ChallengeNavButton,,,,,,,"A challenge/map icon in Chinese ink painting style with inactive state. The icon has flowing brush strokes with muted gray color. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
JourneyNavButton,NavButtonContainer,Button,Button,journey_nav.png,旅程导航按钮,140,0,100,80,0.5,0.5,200,true,1,1,0,,,,,,,,,,,scale,1.1,JourneyNavButton,,,,,,,"A journey/path icon in Chinese ink painting style with inactive state. The icon has flowing brush strokes with muted gray color. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
ShopNavButton,NavButtonContainer,Button,Button,shop_nav_active.png,商店导航按钮,280,0,100,80,0.5,0.5,255,true,1,1,0,,,,,,,,,,,scale,1.1,ShopNavButton,,,,,,,"A shop/store icon in Chinese ink painting style with active state. The icon has flowing brush strokes with jade green color and subtle golden particle effects. Cloud-like flowing animations surround the icon. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."

VipSubscriptionContainer,ShopPage,Node,,,VIP订阅入口容器,0,-500,700,100,0.5,0.5,255,true,1,1,0,,,,,,,,,,,,,,,,,,,,"N/A"
VipSubscriptionBg,VipSubscriptionContainer,Sprite,,vip_subscription_bg.png,VIP订阅入口背景,0,0,700,100,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A luxurious VIP subscription banner in Chinese ink painting style. The banner has a traditional plaque design with elegant brush stroke borders and subtle golden gradient with particle effects. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
VipSubscriptionIcon,VipSubscriptionContainer,Sprite,,vip_badge_large.png,VIP标识,-250,0,80,80,0.5,0.5,255,true,1,1,0,,,,,,,,trim,true,,,,,,,,,,"A large luxurious VIP badge in Chinese ink painting style with golden elements. The badge has an elegant shape with flowing brush strokes and subtle particle effects. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
VipSubscriptionTitle,VipSubscriptionContainer,Label,,,VIP订阅标题,-100,20,300,40,0,0.5,255,true,1,1,0,,,,24,#B8860B,left,none,28,,,,,,,,,,,"A horizontal ink stroke suggesting a VIP title text with golden color, with varying thickness to create a natural handwritten appearance. The stroke has subtle golden glow effects. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
VipSubscriptionDesc,VipSubscriptionContainer,Label,,,VIP订阅描述,-100,-20,300,40,0,0.5,200,true,1,1,0,,,,20,#333333,left,none,24,,,,,,,,,,,"A horizontal ink stroke suggesting a description text, with varying thickness to create a natural handwritten appearance. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
VipSubscriptionButton,VipSubscriptionContainer,Button,Button,vip_subscription_btn.png,VIP订阅按钮,300,0,120,60,0.5,0.5,255,true,1,1,0,,,,,,,,,,,color,1.1,VipSubscriptionButton,,,,,,,"A luxurious Chinese style button with soft rounded corners and elaborate golden decorative elements. The button has a golden gradient with elegant brush stroke borders and subtle particle effects. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
VipSubscriptionButtonLabel,VipSubscriptionButton,Label,,,VIP订阅按钮文本,0,0,120,60,0.5,0.5,255,true,1,1,0,,,,22,#FFFFFF,center,none,26,,,,,,,,,,,"A horizontal ink stroke suggesting a short text label, with varying thickness to create a natural handwritten appearance. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
VipSubscriptionParticle,VipSubscriptionContainer,Particle,,vip_particle.png,VIP粒子效果,0,0,700,100,0.5,0.5,255,true,1,1,0,,,,,,,,,,,,,,,,,,,"Golden particle effects in Chinese ink painting style. The particles have a flowing, ethereal quality with subtle golden glow. Adhering to luxurious Chinese game style. Transparent background. PNG. Strictly no legible text, words, letters, or numbers."
